,duration,city,suburb,city_suburb,total,mean_duration,median_duration,max_duration,_5,6_10,11_15,16_20,21_25,26_30,31_40,41_50,51_60,61_120,120_
2021-06-10,898179.0,10201,18409,14682,43979,20.422906387139317,15.0,7599.0,4238,9588,9372,7487,5285,2898,1850,735,499,913,427
2021-06-11,943994.0,9572,19439,13983,43767,21.568624762949256,15.0,5676.0,4389,9453,9112,7206,5071,2858,2046,898,562,883,516
2021-06-12,1514680.0,12644,25331,16875,55680,27.20330459770115,18.0,3974.0,3918,8750,9829,9110,7741,4775,3875,1969,1254,2426,1203
2021-06-13,1336975.0,9842,23305,14384,48068,27.81424232337522,18.0,3716.0,3461,7683,8464,7800,6588,4150,3316,1664,1040,2198,1167
2021-06-14,847963.0,9297,17776,12933,40609,20.881159348912803,15.0,1813.0,3866,8820,8507,6567,4761,2677,1968,858,478,1026,478
2021-06-15,816232.0,9823,18890,14063,43461,18.78079197441384,14.0,1250.0,4398,9754,9261,7161,5097,2737,1899,832,414,873,350
2021-06-16,925254.0,10244,18435,14264,43633,21.20537208076456,15.0,8938.0,4362,9479,9235,7380,5228,2801,1888,764,442,959,405
2021-06-17,585033.0,7175,12465,9704,29772,19.65044336960903,13.0,5679.0,3574,7464,6574,4788,3102,1611,998,382,239,425,187
2021-06-18,360637.0,3948,9140,5504,18864,19.117737489397793,12.0,6382.0,2650,5232,4160,2807,1694,875,522,207,96,218,131
2021-06-19,858380.0,7602,16239,10948,35318,24.304320742963927,16.0,5157.0,3396,6740,6603,5784,4393,2605,2096,966,555,1228,423
2021-06-20,657930.0,6152,13358,8707,28568,23.030313637636517,16.0,3220.0,2717,5537,5591,4715,3491,2121,1577,706,450,965,347
2021-06-21,329721.0,4436,8994,6434,20137,16.373888861300095,12.0,1940.0,2721,5393,4622,3123,1917,948,515,201,105,207,112
2021-06-22,590428.0,8189,14645,11563,34872,16.93129158063776,13.0,756.0,4039,8589,7646,5731,3815,1861,1247,478,285,537,169
2021-06-23,839311.0,9769,17815,13775,41917,20.023164825727033,14.0,9247.0,4330,9457,8968,6909,4838,2785,1787,693,449,798,345
2021-06-24,793325.0,9528,16965,13208,40277,19.69672517814137,14.0,6766.0,4257,9132,8497,6708,4549,2587,1763,735,405,766,302
2021-06-25,789868.0,8992,17060,12345,38915,20.297263266092767,14.0,4470.0,4121,8804,8156,6276,4330,2527,1797,742,437,870,337
2021-06-26,1312062.0,11695,22010,15057,49445,26.535787238345637,17.0,4366.0,3890,8306,8949,8143,6360,4195,3329,1640,1032,2004,914
2021-06-27,714101.0,6761,13412,9000,29549,24.166672307015467,16.0,3584.0,2636,5553,5681,4884,3559,2331,1641,889,497,1084,418
2021-06-28,532276.0,6336,12479,9291,28491,18.68225053525675,13.0,1755.0,3341,6987,6144,4701,2933,1599,1007,454,248,459,233
2021-06-29,508784.0,7208,13163,10506,31218,16.297776923569735,13.0,767.0,3935,7950,6858,5141,3202,1651,1029,396,222,343,150
2021-06-30,695581.0,8661,15449,12191,36581,19.014816434761215,14.0,6010.0,4022,8698,8006,6107,4162,2110,1373,579,298,666,280
2021-07-01,838079.0,9814,17368,13784,41278,20.303285042879985,14.0,5172.0,4284,9355,8895,6921,4747,2607,1748,774,440,808,387
2021-07-02,895982.0,9429,18557,13647,41976,21.34510196302649,15.0,6007.0,4267,9081,8600,7067,5020,2774,1963,835,556,1060,410
2021-07-03,988164.0,8770,18240,12170,39470,25.03582467696985,16.0,5109.0,3585,7640,7490,6460,4872,3027,2408,1142,695,1307,554
2021-07-04,774903.0,7209,15024,9884,32350,23.953724884080373,16.0,2393.0,2921,5911,6168,5304,4002,2510,1951,1008,608,1249,485
2021-07-05,559759.0,7315,12954,9868,30382,18.424033967480746,14.0,2377.0,3502,7190,6458,4933,3472,1810,1163,536,314,541,218
2021-07-06,379676.0,5626,10123,7830,23805,15.949422390254147,13.0,840.0,3231,6280,5149,3705,2349,1214,742,330,178,304,97
2021-07-07,741537.0,8797,16006,12659,37835,19.599233513942117,14.0,6665.0,4261,9085,8312,6210,4137,2208,1488,638,295,550,278
2021-07-08,796841.0,9047,15665,12712,37737,21.115642472904575,14.0,8127.0,3981,8731,7952,6203,4331,2412,1621,699,387,777,330
2021-07-09,814975.0,9202,16897,12534,38936,20.9311434148346,14.0,5329.0,4051,8751,8125,6240,4467,2591,1732,820,499,976,381
2021-07-10,1014610.0,9238,18069,12222,39794,25.49655726994019,16.0,3363.0,3510,7267,7628,6302,4845,3321,2440,1217,808,1542,649
2021-07-11,1077675.0,9267,18563,13142,41196,26.159699970870957,17.0,3896.0,3467,7500,7859,6535,5044,3249,2828,1326,811,1576,777
2021-07-12,636633.0,6278,10822,8553,25857,24.62130177514793,14.0,2564.0,2978,5983,5209,3801,2700,1567,1317,614,388,706,390
2021-07-13,707955.0,9165,15991,12696,38130,18.566876475216365,14.0,1140.0,3960,8620,8090,6393,4426,2476,1705,751,421,731,279
2021-07-14,868463.0,9929,17324,13649,41059,21.1515867410312,15.0,9791.0,4029,9038,8790,7045,4968,2744,1830,766,427,908,357
2021-07-15,725063.0,9318,15901,13186,38572,18.79765114590895,14.0,2717.0,4076,8906,8353,6493,4459,2492,1567,678,392,704,285
2021-07-16,948564.0,9835,18732,13831,42556,22.289782874330296,15.0,5836.0,4235,8873,8736,7105,5044,2965,2196,972,538,1197,537
2021-07-17,1433914.0,11971,23305,16048,51453,27.86842360989641,18.0,5230.0,3713,8309,9127,8526,7069,4466,3745,1816,1150,2286,1117
2021-07-18,1324308.0,10574,21611,13738,46029,28.771166004040932,18.0,3367.0,3210,7439,8198,7376,6122,4050,3325,1659,1057,2214,1273
2021-07-19,798504.0,9195,16181,12257,37758,21.14794215795328,15.0,1951.0,3804,8230,7879,6289,4355,2486,1807,827,493,1059,404
2021-07-20,749147.0,9365,16478,12934,38929,19.243931259472372,14.0,1021.0,3969,8680,8366,6645,4507,2529,1688,718,435,878,362
2021-07-21,967592.0,10641,18594,14679,44072,21.9548012343438,15.0,8813.0,4208,9559,9307,7466,5245,2980,2118,966,523,1068,474
2021-07-22,1060464.0,11255,19509,15104,46032,23.037539103232533,15.0,7757.0,4255,9588,9704,7867,5611,3260,2240,1009,586,1181,567
2021-07-23,923823.0,10675,18399,14079,43293,21.338853856281617,15.0,4674.0,4418,9233,9027,7128,5123,2972,2122,920,559,1130,521
2021-07-24,941347.0,8536,16345,11515,36489,25.798103538052565,16.0,4544.0,3287,6985,6912,5845,4631,2740,2188,1090,680,1395,643
2021-07-25,489216.0,4094,8658,5944,18757,26.081782801087595,15.0,3426.0,2007,3821,3666,2934,2099,1269,1086,502,319,661,332
2021-07-26,728726.0,8946,14749,11614,35452,20.55528602053481,15.0,2400.0,3623,7939,7088,5937,4126,2311,1610,760,479,1063,373
2021-07-27,668571.0,9279,14776,12015,36188,18.474936443019786,14.0,1092.0,3838,8321,7722,6293,4184,2119,1521,687,389,746,250
2021-07-28,525999.0,6711,10526,8859,26187,20.08626417688166,13.0,8437.0,3250,6601,5789,4211,2701,1503,892,382,200,405,162
2021-07-29,881075.0,11093,16349,13864,41432,21.26556767715775,15.0,4531.0,4271,8786,8516,6914,4922,2885,2020,900,551,1074,467
2021-07-30,547650.0,6909,11809,8676,27498,19.91599389046476,13.0,5633.0,3476,6871,5899,4368,2820,1507,991,436,269,502,255
2021-07-31,849436.0,8154,15895,10781,34932,24.316844154357035,16.0,4482.0,3332,6698,6694,5802,4227,2620,2102,1108,635,1136,476
2021-08-01,868010.0,8645,14586,10622,33986,25.540222444535985,17.0,3656.0,2958,6092,6247,5525,4403,2679,2155,1104,682,1443,565
2021-08-02,682715.0,8554,14129,11103,33914,20.130771952585953,14.0,2857.0,3670,7680,7029,5566,3841,2086,1531,710,447,912,314
2021-08-03,734273.0,9750,15358,12645,37857,19.395963758353805,14.0,1013.0,3918,8563,8001,6258,4285,2499,1658,798,476,962,335
